model,term,estimate,std.error,conf.low,conf.high,statistic
lm1,(Intercept),3.7994057971014508,0.05196559426029397,3.6966269062391373,3.9021846879637643,73.11387180661018
lm1,group,-0.01282370754921112,0.07403685308715367,-0.15925570263269517,0.13360828753427295,-0.17320708558635636
lm2,(Intercept),3.012888888888888,0.05746382634755137,2.8993869618182897,3.1263908159594864,52.43105237486978
lm2,group,0.15483524904214546,0.07768433937517902,0.0013939837675280564,0.30827651431676284,1.9931333688037642
lm3,(Intercept),2.323943661971836,0.12268115060508207,2.0813812237806246,2.566506100163047,18.942956195876814
lm3,group,-0.3096579476861189,0.17411587786151184,-0.6539159828739782,0.034600087501740484,-1.7784589865630427
lm4,(Intercept),2.8874999999999975,0.15443586673044887,2.5825610413880553,3.1924389586119397,18.6970815855867
lm4,group,-0.46889534883720674,0.2145620886678614,-0.8925556115803103,-0.045235086094103205,-2.185359733158867
lm5,(Intercept),5.753521126760566,0.11152753293701169,5.533011372970146,5.974030880550986,51.5883475160347
lm5,group,0.21790744466800765,0.15828604644870395,-0.09505220046801066,0.530867089804026,1.3766686928947038
lm6,(Intercept),5.9687500000000036,0.12418027894111348,5.723551745591025,6.213948254408982,48.06520045610782
lm6,group,-0.032703488372093296,0.1725271504932714,-0.37336431229539563,0.307957335551209,-0.18955560489227893
lm7,(Intercept),5.711267605633804,0.13747059520899926,5.439463807014144,5.983071404253463,41.545376281748474
lm7,group,0.38873239436619733,0.195105876060865,0.002973402301484962,0.7744913864309098,1.992417666830951
lm8,(Intercept),6.062500000000004,0.10658084687898063,5.8520524327131795,6.272947567286829,56.881702271363935
lm8,group,0.17005813953488316,0.1480757650569449,-0.12232257841675023,0.4624388574865166,1.1484535600372188
lm9,(Intercept),4.686619718309868,0.1284401558396195,4.432670703253706,4.94056873336603,36.48874207348324
lm9,group,0.08480885311871068,0.18228937678188298,-0.27560964206565214,0.4452273483030735,0.4652429813295599
lm10,(Intercept),4.740624999999995,0.1289627133919848,4.485983663410995,4.995266336588996,36.75965614643023
lm10,group,0.32332848837209305,0.17917152104280884,-0.030451874936086754,0.6771088516802728,1.8045752276381093
t.test1,NA,-2.8969416126042518,NA,-6.280453157516193,0.48656993230768864,-1.6907616832468515
t.test2,NA,-2.749106315371378,NA,-6.056224407048189,0.5580117763054327,-1.6409661335618133
t.test3,NA,-4.550112538064354,NA,-8.962484573191231,-0.13774050293747847,-2.037831860921013
