model,effect,group,term,estimate,std.error,statistic,conf.low,conf.high
mixed1,fixed,NA,(Intercept),88.15932363940757,1.7747416290157876,49.674455254818014,84.68089396467269,91.63775331414246
mixed1,fixed,NA,repetition_centered,-2.3883581234761433,0.5382785770336067,-4.437029867764975,-3.443364748111481,-1.3333514988408053
mixed1,fixed,NA,conditionVaried,0.1471614547985328,2.202191820647126,0.06682499381697304,-4.169055200718523,4.463378110315588
mixed1,fixed,NA,repetition_centered:conditionVaried,-1.098262864287225,0.3510691190870198,-3.128337995501671,-1.7863456937819868,-0.410180034792463
mixed1,ran_pars,sub_num,sd__(Intercept),11.643918040260507,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).repetition,-0.33062751615991787,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).conditionVaried,-0.72149916409702,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__repetition,0.2601614030487629,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__repetition.conditionVaried,0.3276013177853597,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__conditionVaried,13.755765599544196,NA,NA,NA,NA
mixed1,ran_pars,Residual,sd__Observation,6.62794960156104,NA,NA,NA,NA
quadrartic1,fixed,NA,(Intercept),85.77023915330753,1.8514697171731813,46.3254885336506,82.14142518918153,89.39905311743352
quadrartic1,fixed,NA,repetition_centered,-2.4779132468058354,0.5556206492189177,-4.459721304975337,-3.5669097083416768,-1.388916785269994
quadrartic1,fixed,NA,I(repetition_centered^2),2.438995749107751,0.3646422571679004,6.688735880616025,1.724310057817274,3.1536814403982283
quadrartic1,fixed,NA,conditionVaried,0.3908680333905863,2.2271598972144555,0.17550066067526232,-3.9742851529616736,4.756021219742847
quadrartic1,fixed,NA,repetition_centered:conditionVaried,-0.9260901255469135,0.32973231359116756,-2.8086119781853265,-1.5723535847246688,-0.2798266663691582
quadrartic1,fixed,NA,I(repetition_centered^2):conditionVaried,-0.19390008855233623,0.36925965259140375,-0.5251049964207494,-0.9176357085752598,0.5298355314705874
quadrartic1,ran_pars,sub_num,sd__(Intercept),11.505676562417943,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).conditionVaried,-0.561883372447205,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).repetition_centered,0.1354679782541527,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).I(repetition_centered^2),-0.3026361078542991,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__conditionVaried,13.752030104036168,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.repetition_centered,0.37534278920661573,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.I(repetition_centered^2),-0.013487579475092173,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__repetition_centered,3.178089248956775,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__repetition_centered.I(repetition_centered^2),-0.12431815734439684,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__I(repetition_centered^2),1.60444766614135,NA,NA,NA,NA
quadrartic1,ran_pars,Residual,sd__Observation,6.133333048323463,NA,NA,NA,NA
