model,effect,group,term,estimate,std.error,statistic,conf.low,conf.high
mixed1,fixed,NA,(Intercept),96.71637501677608,1.2720426859418643,76.032334516482,94.22321716553243,99.20953286801974
mixed1,fixed,NA,repetition_centered,-11.73588623602286,1.3439743201097258,-8.732225058485277,-14.370027499584628,-9.101744972461093
mixed1,fixed,NA,conditionVaried,-4.530519964348556,1.812565986987728,-2.499506223151494,-8.083084018446797,-0.9779559102503135
mixed1,fixed,NA,repetition_centered:conditionVaried,2.27016887486545,1.8383093867867335,1.2349220926481714,-1.3328513156784592,5.873189065409359
mixed1,ran_pars,sub_num,sd__(Intercept),4.3879175521145815,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).repetition,-0.9998258642226604,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).conditionVaried,-0.8071389294271728,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__repetition,0.14081572698668313,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__repetition.conditionVaried,0.7961409955338096,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__conditionVaried,0.15346436976170116,NA,NA,NA,NA
mixed1,ran_pars,Residual,sd__Observation,22.32378525705317,NA,NA,NA,NA
quadrartic1,fixed,NA,(Intercept),93.96455635973011,1.8194505341689267,51.64446880807917,90.39849884110686,97.53061387835336
quadrartic1,fixed,NA,repetition_centered,-9.163527000069292,1.7895683473355488,-5.120523624433052,-12.671016508719834,-5.6560374914187515
quadrartic1,fixed,NA,I(repetition_centered^2),4.8854725154783845,2.1873922922860976,2.233468835337468,0.5982624025371228,9.172682628419647
quadrartic1,fixed,NA,conditionVaried,0.8780984040229168,2.5912525197813694,0.33887025572366997,-4.20066320959723,5.956860017643064
quadrartic1,fixed,NA,repetition_centered:conditionVaried,1.9980740981370906,2.446330617592319,0.8167637210474833,-2.7966458066214814,6.792794002895662
quadrartic1,fixed,NA,I(repetition_centered^2):conditionVaried,-9.073104633286528,3.0750860266921496,-2.9505205885398946,-15.100162494965515,-3.046046771607541
quadrartic1,ran_pars,sub_num,sd__(Intercept),2.457728199782744,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).conditionVaried,1,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).repetition_centered,-0.9999999145995841,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).I(repetition_centered^2),-0.9999988855700408,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__conditionVaried,0.4260800343478787,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.repetition_centered,-0.9999999145995841,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.I(repetition_centered^2),-0.9999988855700408,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__repetition_centered,2.4516442428438197,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__repetition_centered.I(repetition_centered^2),0.9999986171397701,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__I(repetition_centered^2),1.5427950770801677,NA,NA,NA,NA
quadrartic1,ran_pars,Residual,sd__Observation,22.25448047733954,NA,NA,NA,NA
