model,term,estimate,std.error,conf.low,conf.high,statistic
path1,HP ~ SOP,0.006997797088609651,0.05784575335269959,-0.1063777961412686,0.1203733903184879,0.12097339360319823
path1,HP ~ SPP,-0.020114736720229436,0.04146459421611148,-0.10138384801737577,0.06115437457691689,-0.4851063202353408
path1,OP ~ SOP,-0.05739998732770254,0.07824172747936706,-0.2107509552754598,0.09595098062005472,-0.733623721981846
path1,OP ~ SPP,0.16842047040657576,0.06756082368777903,0.03600368921266833,0.3008372516004832,2.4928717741053985
path1,PHYS_H ~ HP,0.0641097447795565,0.12441488436616846,-0.17973894771884905,0.307958437277962,0.5152899920790309
path1,PHYS_H ~ OP,-0.01432694535995813,0.08606534626632194,-0.1830119243589179,0.15435803363900163,-0.1664659004057755
path1,psy_wb ~ HP,-0.14343460197637375,0.10023625134859232,-0.3398940445649191,0.05302484061217158,-1.4309653448386674
path1,psy_wb ~ OP,0.15257176584638976,0.077508575883827,6.577486210991024e-4,0.3044857830716804,1.9684501244748778
path1,eat_disorder ~ HP,0.02512355927430424,0.0984138849847284,-0.1677641108744306,0.21801122942303908,0.2552847017288551
path1,eat_disorder ~ OP,-0.002511751841664283,0.06995052543117895,-0.13961226238642813,0.13458875870309958,-0.03590754788733471
path1,SOP ~~ SPP,-0.2433905565071497,0.14089678378500767,-0.5195431782632918,0.032762065248992334,-1.7274386963902297
path1,HP ~~ OP,-0.06429416297220586,0.10033036839738324,-0.26093807158671256,0.13234974564230087,-0.6408245479330139
path1,PHYS_H ~~ psy_wb,-0.49728067459455016,0.2115351364322819,-0.9118819234665893,-0.08267942572251108,-2.3508183225803867
path1,psy_wb ~~ eat_disorder,-0.1482663413695526,0.1840711493940336,-0.5090391647747502,0.21250648203564496,-0.8054838678285476
path1,PHYS_H ~~ eat_disorder,0.021942329473625323,0.19825961214614896,-0.36663936992170637,0.41052402886895706,0.1106747321660769
path1,HP ~~ HP,1.1264768518276425,0.10533571235446701,0.9200226493270164,1.3329310543282686,10.69415895757097
path1,OP ~~ OP,2.2028009975771936,0.1561181092057849,1.8968151261993642,2.5087868689550232,14.109836512775097
path1,PHYS_H ~~ PHYS_H,3.367189844128674,0.36160241527319076,2.6584621334705236,4.075917554786824,9.311856619057039
path1,psy_wb ~~ psy_wb,3.121042216536659,0.21018411841918808,2.7090889143127486,3.5329955187605693,14.8490867911918
path1,eat_disorder ~~ eat_disorder,2.5021694983433904,0.16265888776035967,2.1833639365677424,2.8209750601190384,15.382925168096316
path1,SOP ~~ SOP,1.5447734894332992,0.14986153677763597,1.251050274681308,1.8384967041852904,10.30800512692879
path1,SPP ~~ SPP,2.093862427615846,0.16315379497036006,1.774086865532908,2.413637989698784,12.833672842217585
path1,ind_sohp_hpwb := sohp*hpwb,-0.0010037262401161524,0.008379889729597792,-0.017428008304544912,0.015420555824312607,-0.1197779770980743
path1,ind_sohp_hpeat := sohp*hpeat,1.758095699452382e-4,0.0015453711032222585,-0.002853062135119318,0.003204681275009794,0.11376527591246988
path1,ind_sohp_hph := sohp*hph,4.4862698536988826e-4,0.003974208033187565,-0.0073406776267475,0.008237931597487277,0.11288462547091709
path1,ind_soop_opwb := soop*opwb,-0.008757617426147972,0.012932481531771348,-0.0341048154591492,0.016589580606853255,-0.6771799677140888
path1,ind_soop_opeat := soop*opeat,1.4417452388186335e-4,0.0040057635038010945,-0.007706977674153256,0.007995326721916983,0.03599177129280229
path1,ind_soop_oph := soop*oph,8.223664821062833e-4,0.0051409229443353304,-0.009253657336086575,0.010898390300299142,0.1599647555527808
path1,ind_sphp_hpwb := sphp*hpwb,0.0028851492553256587,0.0060192499522056875,-0.008912363864941928,0.014682662375593245,0.4793203934434435
path1,ind_sphp_hpeat := sphp*hpeat,-5.053537802777083e-4,0.0023699197556549213,-0.0051503111476113176,0.004139603587055902,-0.2132366630017205
path1,ind_sphp_hph := sphp*hph,-0.0012895506374418825,0.0037109394583829526,-0.008562858324681042,0.0059837570497972776,-0.3474997778605114
path1,ind_spop_opwb := spop*opwb,0.025696208574610892,0.017388373385593476,-0.008384377010887116,0.0597767941601089,1.4777810439647323
path1,ind_spop_opeat := spop*opeat,-4.2303042671768156e-4,0.011810291354417043,-0.023570776128299855,0.022724715274864495,-0.03581879684614795
path1,ind_spop_oph := spop*oph,-0.0024129508770134563,0.014588576223316569,-0.031006034860431284,0.026180133106404373,-0.16540002534016274
path1,indtot := sohp*hpwb+sohp*hpeat+sohp*hph+soop*opwb+soop*opeat+soop*oph+sphp*hpwb+sphp*hpeat+sphp*hph+spop*opwb+spop*opeat+spop*oph,0.015780106003524974,0.0197490796580655,-0.022927378854096007,0.054487590861145956,0.799029943508299
path2,HP ~ SOP,0.010167017824759093,0.05686447595188573,-0.10128530704068091,0.1216193426901991,0.1787938366540409
path2,OP ~ SOP,-0.057580861885133394,0.07829707507688116,-0.2110403091306491,0.09587858536038232,-0.7354152352255026
path2,OP ~ SPP,0.16727243650760953,0.06774261139671507,0.03449935795135542,0.3000455150638637,2.4692351395789385
path2,PHYS_H ~ HP,0.06480594192849469,0.12303358351514151,-0.17633545065008355,0.3059473345070729,0.5267337590026315
path2,psy_wb ~ HP,-0.15171998456034574,0.10277324545184485,-0.35315184422025653,0.04971187509956504,-1.4762595449166314
path2,eat_disorder ~ OP,0.003914326719591189,0.06952929156971578,-0.13236058062763612,0.1401892340668185,0.05629752053012597
path2,SOP ~~ SPP,-0.2433892898861661,0.1408967582812064,-0.5195418616557762,0.03276328188344402,-1.7274300193649716
