model,term,estimate,std.error,conf.low,conf.high,statistic
CFA,approach =~ PES_3,1,0,1,1,NA
CFA,approach =~ PES_7,0.9857941010895213,0.035158920429166775,0.9168838833130448,1.0547043188659977,28.038235789280275
CFA,approach =~ PES_18,0.8152828248405217,0.03754412362125621,0.7416976947117401,0.8888679549693034,21.715324429065543
CFA,approach =~ PES_15,0.9478586224496682,0.034488288387314936,0.8802628193221,1.0154544255772364,27.483492709319204
CFA,avoidance =~ PES_4,1,0,1,1,NA
CFA,avoidance =~ PES_6,0.9829897788174692,0.036674213906013386,0.9111096404003649,1.0548699172345735,26.803295125469358
CFA,avoidance =~ PES_12,1.003673726746213,0.03725465807289331,0.9306559386669878,1.0766915148254383,26.940892190780605
CFA,avoidance =~ PES_17,0.9613471941426751,0.035835060451768826,0.8911117662733926,1.0315826220119577,26.82700076470006
CFA,approach ~~ avoidance,-0.7658711542437427,0.055240854395118215,-0.8741412393333956,-0.6576010691540899,-13.864216305666424
CFA,PES_3 ~~ PES_3,0.29313891582132545,0.022403973835271228,0.24922793399361615,0.33704989764903476,13.084237554314063
CFA,PES_7 ~~ PES_7,0.29251918623467266,0.022145799902670987,0.24911421601660688,0.33592415645273843,13.208788461932782
CFA,PES_18 ~~ PES_18,0.4916588910203457,0.030782658492359394,0.43132598902692526,0.5519917930137661,15.97194378589429
CFA,PES_15 ~~ PES_15,0.29572090573445975,0.021731018681862446,0.2531288917706423,0.3383129196982772,13.608239450885932
CFA,PES_4 ~~ PES_4,0.37519489659884947,0.026592983546716794,0.32307360660581835,0.4273161865918806,14.108792867852976
CFA,PES_6 ~~ PES_6,0.34274893273774837,0.024673735144919627,0.29438930048962575,0.391108564985871,13.891246328317708
CFA,PES_12 ~~ PES_12,0.34909159221355063,0.025301311222770385,0.2995019334552816,0.39868125097181967,13.797371572560206
CFA,PES_17 ~~ PES_17,0.3265144174906406,0.023532070334820084,0.28039240715272984,0.37263642782855133,13.87529498445794
CFA,approach ~~ approach,0.865485422397491,0.06476513912636105,0.7385480822560975,0.9924227625388846,13.363445737511226
CFA,avoidance ~~ avoidance,0.9410510877855209,0.07269354190225964,0.7985743637484388,1.083527811822603,12.94545654483055
rlm,(Intercept),2.696969696969707,0.0641904219445532,2.5709166149993776,2.8230227789400364,42.01514206121456
rlm,PA_profileLight PA,0.473218096457523,0.08169396524536504,0.312792665597288,0.633643527317758,5.792571030629111
rlm,PA_profileModerate PA,1.1486587183308388,0.08421703794452064,0.9832786372263901,1.3140387994352873,13.639267615747025
rlm,PA_profileVigorous PA,1.588407661520852,0.09618465162746727,1.3995263392208122,1.7772889838208918,16.514148927553567
