...1,sub_num,condition,session,repetition,peak_force,peak_force_pretest,peak_force_percent,mean_peak
43,3,Fixed,1,6,39.308094,39.69615173,99.02242985,88.60757697
44,3,Fixed,1,8,38.075436,39.69615173,95.91719686,88.60757697
45,3,Fixed,1,10,35.910132,39.69615173,90.46250187,88.60757697
46,3,Fixed,1,12,37.01235,39.69615173,93.23913878,88.60757697
47,3,Fixed,1,14,35.871,39.69615173,90.36392304,88.60757697
48,3,Fixed,1,16,35.12097,39.69615173,88.47449556,88.60757697
49,3,Fixed,1,18,36.823212,39.69615173,92.76267445,88.60757697
50,3,Fixed,1,20,32.877402,39.69615173,82.82264292,88.60757697
51,3,Fixed,1,22,31.820838,39.69615173,80.16101464,88.60757697
52,3,Fixed,1,24,33.00132,39.69615173,83.1348092,88.60757697
53,3,Fixed,1,26,31.951278,39.69615173,80.48961072,88.60757697
54,3,Fixed,1,28,33.627432,39.69615173,84.7120704,88.60757697
55,3,Fixed,1,30,34.807914,39.69615173,87.68586496,88.60757697
56,3,Fixed,1,32,35.83839,39.69615173,90.28177402,88.60757697
57,3,Fixed,1,34,33.144804,39.69615173,83.49626489,88.60757697
58,3,Fixed,1,36,33.829614,39.69615173,85.22139433,88.60757697
59,3,Fixed,1,38,35.786214,39.69615173,90.15033559,88.60757697
60,3,Fixed,1,40,31.051242,39.69615173,78.22229775,88.60757697
61,3,Varied,2,2,39.810288,45.8714002,86.78672949,79.95284326
62,3,Varied,2,4,39.921162,45.8714002,87.02843565,79.95284326
63,3,Varied,2,6,40.547274,45.8714002,88.39336455,79.95284326
64,3,Varied,2,8,38.362404,45.8714002,83.6303314,79.95284326
65,3,Varied,2,10,39.992904,45.8714002,87.18483375,79.95284326
66,3,Varied,2,12,36.373194,45.8714002,79.29383852,79.95284326
67,3,Varied,2,14,38.08848,45.8714002,83.033175,79.95284326
68,3,Varied,2,16,37.031916,45.8714002,80.72985747,79.95284326
69,3,Varied,2,18,37.286274,45.8714002,81.28435984,79.95284326
70,3,Varied,2,20,37.905864,45.8714002,82.63507074,79.95284326
71,3,Varied,2,22,36.484068,45.8714002,79.53554468,79.95284326
72,3,Varied,2,24,35.949264,45.8714002,78.36966791,79.95284326
73,3,Varied,2,26,37.181922,45.8714002,81.05687169,79.95284326
74,3,Varied,2,28,35.036184,45.8714002,76.37914659,79.95284326
75,3,Varied,2,30,36.829734,45.8714002,80.28909918,79.95284326
76,3,Varied,2,32,35.107926,45.8714002,76.5355447,79.95284326
77,3,Varied,2,34,35.44707,45.8714002,77.27488119,79.95284326
78,3,Varied,2,36,32.08824,45.8714002,69.95260634,79.95284326
79,3,Varied,2,38,32.270856,45.8714002,70.3507106,79.95284326
80,3,Varied,2,40,31.79475,45.8714002,69.31279591,79.95284326
81,4,Fixed,2,2,54.967416,56.34573237,97.55382295,84.11297112
82,4,Fixed,2,4,52.319484,56.34573237,92.8543863,84.11297112
83,4,Fixed,2,6,50.74116,56.34573237,90.05324425,84.11297112
84,4,Fixed,2,8,50.499846,56.34573237,89.62497047,84.11297112
85,4,Fixed,2,10,45.16485,56.34573237,80.15664736,84.11297112
86,4,Fixed,2,12,46.971444,56.34573237,83.36291325,84.11297112
87,4,Fixed,2,14,50.180268,56.34573237,89.05779708,84.11297112
88,4,Fixed,2,16,46.019232,56.34573237,81.67296805,84.11297112
89,4,Fixed,2,18,46.032276,56.34573237,81.69611799,84.11297112
90,4,Fixed,2,20,45.940968,56.34573237,81.53406845,84.11297112
91,4,Fixed,2,22,47.688864,56.34573237,84.63615964,84.11297112
92,4,Fixed,2,24,46.854048,56.34573237,83.15456384,84.11297112
93,4,Fixed,2,26,45.45834,56.34573237,80.67752088,84.11297112
94,4,Fixed,2,28,45.471384,56.34573237,80.70067081,84.11297112
95,4,Fixed,2,30,46.86057,56.34573237,83.16613881,84.11297112
96,4,Fixed,2,32,47.891046,56.34573237,84.99498362,84.11297112
97,4,Fixed,2,34,44.636568,56.34573237,79.21907502,84.11297112
98,4,Fixed,2,36,44.956146,56.34573237,79.78624841,84.11297112
99,4,Fixed,2,38,45.738786,56.34573237,81.17524447,84.11297112
100,4,Fixed,2,40,43.488696,56.34573237,77.18188081,84.11297112
101,4,Varied,1,2,53.87172,54.94458962,98.04736076,82.16986079
102,4,Varied,1,4,53.376048,54.94458962,97.14523008,82.16986079
103,4,Varied,1,6,49.612854,54.94458962,90.296159,82.16986079
104,4,Varied,1,8,47.180148,54.94458962,85.86859658,82.16986079
105,4,Varied,1,10,46.24098,54.94458962,84.15929635,82.16986079
106,4,Varied,1,12,46.04532,54.94458962,83.80319213,82.16986079
107,4,Varied,1,14,44.799618,54.94458962,81.53599529,82.16986079
108,4,Varied,1,16,44.440908,54.94458962,80.88313756,82.16986079
109,4,Varied,1,18,45.575736,54.94458962,82.94854201,82.16986079
110,4,Varied,1,20,46.704042,54.94458962,85.00207632,82.16986079
111,4,Varied,1,22,45.836616,54.94458962,83.42334763,82.16986079
112,4,Varied,1,24,43.429998,54.94458962,79.04326578,82.16986079
113,4,Varied,1,26,41.166864,54.94458962,74.92432701,82.16986079
114,4,Varied,1,28,42.497352,54.94458962,77.34583568,82.16986079
115,4,Varied,1,30,39.901596,54.94458962,72.62151975,82.16986079
116,4,Varied,1,32,40.651626,54.94458962,73.98658591,82.16986079
117,4,Varied,1,34,41.179908,54.94458962,74.9480673,82.16986079
118,4,Varied,1,36,40.95816,54.94458962,74.54448252,82.16986079
119,4,Varied,1,38,44.96919,54.94458962,81.84461894,82.16986079
120,4,Varied,1,40,44.519172,54.94458962,81.02557925,82.16986079
121,5,Fixed,1,2,24.764034,24.83142853,99.72859183,91.81754314
122,5,Fixed,1,4,22.579164,24.83142853,90.9297827,91.81754314
123,5,Fixed,1,6,24.972738,24.83142853,100.5690751,91.81754314
124,5,Fixed,1,8,24.992304,24.83142853,100.6478704,91.81754314
125,5,Fixed,1,10,23.524854,24.83142853,94.73822247,91.81754314
126,5,Fixed,1,12,22.944396,24.83142853,92.4006284,91.81754314
127,5,Fixed,1,14,23.694426,24.83142853,95.42111512,91.81754314
128,5,Fixed,1,16,23.387892,24.83142853,94.18665533,91.81754314
129,5,Fixed,1,18,24.079224,24.83142853,96.97075613,91.81754314
130,5,Fixed,1,20,22.99005,24.83142853,92.58448412,91.81754314
131,5,Fixed,1,22,24.320538,24.83142853,97.9425649,91.81754314
132,5,Fixed,1,24,21.711738,24.83142853,87.43652415,91.81754314
133,5,Fixed,1,26,21.770436,24.83142853,87.67291006,91.81754314
134,5,Fixed,1,28,20.77257,24.83142853,83.65434948,91.81754314
135,5,Fixed,1,30,20.263854,24.83142853,81.60567153,91.81754314
136,5,Fixed,1,32,22.181322,24.83142853,89.32761148,91.81754314
137,5,Fixed,1,34,21.548688,24.83142853,86.7798966,91.81754314
138,5,Fixed,1,36,21.959574,24.83142853,88.43459802,91.81754314
139,5,Fixed,1,38,22.168278,24.83142853,89.27508128,91.81754314
140,5,Fixed,1,40,21.366072,24.83142853,86.04447375,91.81754314
141,5,Varied,2,2,27.11847687,26.94890404,100.6292383,88.10745431
142,5,Varied,2,4,25.18144226,26.94890404,93.44143356,88.10745431
143,5,Varied,2,6,24.80316544,26.94890404,92.03775191,88.10745431
144,5,Varied,2,8,23.92269516,26.94890404,88.77056791,88.10745431
145,5,Varied,2,10,25.0966568,26.94890404,93.12681794,88.10745431
146,5,Varied,2,12,24.85534286,26.94890404,92.23136802,88.10745431
147,5,Varied,2,14,24.09878922,26.94890404,89.42400473,88.10745431
148,5,Varied,2,16,24.26184082,26.94890404,90.02904455,88.10745431
149,5,Varied,2,18,24.71837997,26.94890404,91.72313626,88.10745431
150,5,Varied,2,20,22.93787384,26.94890404,85.1161658,88.10745431
151,5,Varied,2,22,23.64225006,26.94890404,87.72991298,88.10745431
152,5,Varied,2,24,22.97700691,26.94890404,85.2613779,88.10745431
153,5,Varied,2,26,24.535764,26.94890404,91.04549842,88.10745431
154,5,Varied,2,28,22.768302,26.94890404,84.48693115,88.10745431
155,5,Varied,2,30,22.650906,26.94890404,84.05130676,88.10745431
156,5,Varied,2,32,22.018272,26.94890404,81.7037753,88.10745431
157,5,Varied,2,34,22.298718,26.94890404,82.74443358,88.10745431
158,5,Varied,2,36,22.755258,26.94890404,84.43852844,88.10745431
159,5,Varied,2,38,22.155234,26.94890404,82.21200376,88.10745431
160,5,Varied,2,40,22.083492,26.94890404,81.94578885,88.10745431
161,6,Fixed,2,2,25.090134,24.83142789,101.0418495,90.3243744
162,6,Fixed,2,4,24.190098,24.83142789,97.41726535,90.3243744
163,6,Fixed,2,6,21.313896,24.83142789,85.83435512,90.3243744
164,6,Fixed,2,8,22.376982,24.83142789,90.11556684,90.3243744
165,6,Fixed,2,10,21.548688,24.83142789,86.77989881,90.3243744
166,6,Fixed,2,12,22.820478,24.83142789,91.90159381,90.3243744
167,6,Fixed,2,14,21.379116,24.83142789,86.09700615,90.3243744
168,6,Fixed,2,16,21.268242,24.83142789,85.6504994,90.3243744
169,6,Fixed,2,18,21.22911,24.83142789,85.49290879,90.3243744
170,6,Fixed,2,20,21.105192,24.83142789,84.99387184,90.3243744
171,6,Fixed,2,22,23.713992,24.83142789,95.49991286,90.3243744
172,6,Fixed,2,24,22.363938,24.83142789,90.06303663,90.3243744
173,6,Fixed,2,26,22.024794,24.83142789,88.6972513,90.3243744
174,6,Fixed,2,28,20.60952,24.83142789,82.99772405,90.3243744
175,6,Fixed,2,30,22.546554,24.83142789,90.7984595,90.3243744
176,6,Fixed,2,32,23.166144,24.83142789,93.29364425,90.3243744
177,6,Fixed,2,34,23.961828,24.83142789,96.49798676,90.3243744
178,6,Fixed,2,36,20.368206,24.83142789,82.02591525,90.3243744
179,6,Fixed,2,38,22.69656,24.83142789,91.40255686,90.3243744
180,6,Fixed,2,40,24.803166,24.83142789,99.88618499,90.3243744
181,6,Varied,1,2,26.961948,25.49014918,105.7739906,87.99787063
182,6,Varied,1,4,24.698814,25.49014918,96.89552551,87.99787063
183,6,Varied,1,6,23.41398,25.49014918,91.85501362,87.99787063
184,6,Varied,1,8,23.942262,25.49014918,93.92750835,87.99787063
185,6,Varied,1,10,22.050882,25.49014918,86.50746547,87.99787063
186,6,Varied,1,12,21.692172,25.49014918,85.10021596,87.99787063
187,6,Varied,1,14,22.416114,25.49014918,87.94030134,87.99787063
188,6,Varied,1,16,20.818224,25.49014918,81.67164442,87.99787063
189,6,Varied,1,18,20.172546,25.49014918,79.1385953,87.99787063
190,6,Varied,1,20,23.12049,25.49014918,90.70362765,87.99787063
191,6,Varied,1,22,19.396428,25.49014918,76.09381908,87.99787063
192,6,Varied,1,24,19.676874,25.49014918,77.19403233,87.99787063
193,6,Varied,1,26,22.090014,25.49014918,86.6609836,87.99787063
194,6,Varied,1,28,25.37058,25.49014918,99.53092005,87.99787063
195,6,Varied,1,30,21.809568,25.49014918,85.56077034,87.99787063
196,6,Varied,1,32,22.259586,25.49014918,87.32622882,87.99787063
197,6,Varied,1,34,21.35955,25.49014918,83.79531186,87.99787063
198,6,Varied,1,36,21.405204,25.49014918,83.97441635,87.99787063
199,6,Varied,1,38,21.183456,25.49014918,83.10448029,87.99787063
200,6,Varied,1,40,24.777078,25.49014918,97.20256176,87.99787063
201,7,Fixed,1,2,32.111067,32.37629445,99.18079739,95.64948962
202,7,Fixed,1,6,35.032923,32.37629445,108.2054744,95.64948962
203,7,Fixed,1,8,33.311115,32.37629445,102.8873612,95.64948962
204,7,Fixed,1,10,28.302219,32.37629445,87.41648629,95.64948962
205,7,Fixed,1,12,31.145811,32.37629445,96.19943088,95.64948962
206,7,Fixed,1,14,30.930585,32.37629445,95.53466672,95.64948962
207,7,Fixed,1,16,31.184943,32.37629445,96.32029709,95.64948962
208,7,Fixed,1,18,30.297951,32.37629445,93.580663,95.64948962
209,7,Fixed,1,20,31.243641,32.37629445,96.5015964,95.64948962
210,7,Fixed,1,22,30.767535,32.37629445,95.03105751,95.64948962
211,7,Fixed,1,24,28.152213,32.37629445,86.95316582,95.64948962
212,7,Fixed,1,26,30.937107,32.37629445,95.55481109,95.64948962
213,7,Fixed,1,28,30.050115,32.37629445,92.815177,95.64948962
214,7,Fixed,1,30,31.680615,32.37629445,97.85126908,95.64948962
215,7,Fixed,1,32,31.100157,32.37629445,96.0584203,95.64948962
216,7,Fixed,1,34,31.921929,32.37629445,98.59661071,95.64948962
217,7,Fixed,1,36,32.326293,32.37629445,99.84556154,95.64948962
218,7,Fixed,1,38,31.315383,32.37629445,96.72318445,95.64948962
219,7,Fixed,1,40,31.491477,32.37629445,97.2670824,95.64948962
220,7,Varied,2,2,34.07745,34.73617172,98.10364329,86.00450688
221,7,Varied,2,4,31.931712,34.73617172,91.92639953,86.00450688
222,7,Varied,2,6,31.286034,34.73617172,90.06759366,86.00450688
223,7,Varied,2,8,33.894834,34.73617172,97.57792042,86.00450688
224,7,Varied,2,10,30.333822,34.73617172,87.32632439,86.00450688
225,7,Varied,2,12,30.536004,34.73617172,87.90837471,86.00450688
226,7,Varied,2,14,31.409952,34.73617172,90.42433418,86.00450688
227,7,Varied,2,16,30.6534,34.73617172,88.24633942,86.00450688
228,7,Varied,2,18,30.138162,34.73617172,86.76304988,86.00450688
229,7,Varied,2,22,30.366432,34.73617172,87.42020348,86.00450688
230,7,Varied,2,24,30.112074,34.73617172,86.68794662,86.00450688
231,7,Varied,2,26,28.50114,34.73617172,82.05031984,86.00450688
232,7,Varied,2,28,29.05551,34.73617172,83.64626428,86.00450688
233,7,Varied,2,30,26.994558,34.73617172,77.71310614,86.00450688
234,7,Varied,2,32,28.064166,34.73617172,80.79234011,86.00450688
235,7,Varied,2,34,27.216306,34.73617172,78.35148391,86.00450688
236,7,Varied,2,36,26.074956,34.73617172,75.06571596,86.00450688
237,7,Varied,2,38,30.764274,34.73617172,88.56552831,86.00450688
238,7,Varied,2,40,28.579404,34.73617172,82.27562965,86.00450688
239,8,Fixed,2,2,18.176814,18.10942014,100.3721481,104.1968779
240,8,Fixed,2,4,20.753004,18.10942014,114.5978382,104.1968779
241,8,Fixed,2,6,20.126892,18.10942014,111.1404553,104.1968779
242,8,Fixed,2,8,20.08776,18.10942014,110.9243689,104.1968779
243,8,Fixed,2,10,19.194246,18.10942014,105.9903953,104.1968779
244,8,Fixed,2,12,19.66383,18.10942014,108.5834325,104.1968779
245,8,Fixed,2,14,20.355162,18.10942014,112.4009595,104.1968779
246,8,Fixed,2,16,19.879056,18.10942014,109.7719079,104.1968779
247,8,Fixed,2,18,20.263854,18.10942014,111.8967578,104.1968779
248,8,Fixed,2,20,17.876802,18.10942014,98.71548543,104.1968779
249,8,Fixed,2,22,18.378996,18.10942014,101.4885947,104.1968779
250,8,Fixed,2,24,19.781226,18.10942014,109.2316918,104.1968779
251,8,Fixed,2,26,19.513824,18.10942014,107.7551012,104.1968779
252,8,Fixed,2,28,17.583312,18.10942014,97.09483718,104.1968779
253,8,Fixed,2,30,19.194246,18.10942014,105.9903953,104.1968779
254,8,Fixed,2,32,18.313776,18.10942014,101.1284506,104.1968779
255,8,Fixed,2,34,17.485482,18.10942014,96.5546211,104.1968779
256,8,Fixed,2,36,16.833282,18.10942014,92.95318055,104.1968779
257,8,Fixed,2,38,17.857236,18.10942014,98.60744221,104.1968779
258,8,Fixed,2,40,16.070208,18.10942014,88.739495109999993,104.1968779
259,8,Varied,1,2,20.387772,20.5638663,99.14367125,85.25848274
260,8,Varied,1,4,21.092148,20.5638663,102.5689804,85.25848274
261,8,Varied,1,6,19.083372,20.5638663,92.8005061,85.25848274
262,8,Varied,1,8,19.376862,20.5638663,94.22771826,85.25848274
263,8,Varied,1,10,20.433426,20.5638663,99.36568203,85.25848274
264,8,Varied,1,12,17.622444,20.5638663,85.69616113,85.25848274
265,8,Varied,1,14,18.046374,20.5638663,87.75768981,85.25848274
266,8,Varied,1,16,16.20717,20.5638663,78.81382695,85.25848274
267,8,Varied,1,18,17.655054,20.5638663,85.85474026,85.25848274
268,8,Varied,1,20,17.583312,20.5638663,85.50586618,85.25848274
269,8,Varied,1,22,17.237646,20.5638663,83.82492742,85.25848274
270,8,Varied,1,24,16.996332,20.5638663,82.65144186,85.25848274
271,8,Varied,1,26,16.018032,20.5638663,77.894068,85.25848274
272,8,Varied,1,28,17.296344,20.5638663,84.11036985,85.25848274
273,8,Varied,1,30,16.115862,20.5638663,78.36980539,85.25848274
274,8,Varied,1,32,15.437574,20.5638663,75.07135951,85.25848274
275,8,Varied,1,34,15.737586,20.5638663,76.5302875,85.25848274
276,8,Varied,1,36,15.541926,20.5638663,75.57881273,85.25848274
277,8,Varied,1,38,15.463662,20.5638663,75.19822282,85.25848274
278,8,Varied,1,40,17.31591,20.5638663,84.20551733,85.25848274
279,9,Fixed,1,2,34.227455139999996,32.53608386,105.1984476,89.83763182
280,9,Fixed,1,4,30.70557594,32.53608386,94.37391444,89.83763182
281,9,Fixed,1,6,31.97736549,32.53608386,98.28277315,89.83763182
282,9,Fixed,1,8,28.55983734,32.53608386,87.77896401,89.83763182
283,9,Fixed,1,10,29.66205597,32.53608386,91.1666447,89.83763182
284,9,Fixed,1,12,28.40331078,32.53608386,87.29787797,89.83763182
285,9,Fixed,1,14,27.8489399,32.53608386,85.59401317,89.83763182
286,9,Fixed,1,16,29.08811951,32.53608386,89.40264489,89.83763182
287,9,Fixed,1,18,28.17503929,32.53608386,86.59628311,89.83763182
288,9,Fixed,1,20,27.09890938,32.53608386,83.28878638,89.83763182
289,9,Fixed,1,22,29.37508774,32.53608386,90.28464479,89.83763182
290,9,Fixed,1,24,31.53387,32.53608386,96.91968505,89.83763182
291,9,Fixed,1,26,29.303346,32.53608386,90.06414579,89.83763182
292,9,Fixed,1,28,29.851194,32.53608386,91.74796245,89.83763182
293,9,Fixed,1,30,28.357656,32.53608386,87.15755751,89.83763182
294,9,Fixed,1,32,29.05551,32.53608386,89.30241921,89.83763182
295,9,Fixed,1,34,28.161996,32.53608386,86.55619442,89.83763182
296,9,Fixed,1,36,28.807674,32.53608386,88.54069263,89.83763182
297,9,Fixed,1,38,26.407578,32.53608386,81.16397203,89.83763182
298,9,Fixed,1,40,27.992424,32.53608386,86.03501307,89.83763182
299,9,Varied,2,2,30.790362,30.89036624,99.67626076,88.29403831
300,9,Varied,2,4,29.440308,30.89036624,95.30579137,88.29403831
301,9,Varied,2,6,27.483708,30.89036624,88.97177777,88.29403831
302,9,Varied,2,8,27.22935,30.89036624,88.148356,88.29403831
303,9,Varied,2,10,28.95768,30.89036624,93.74340135,88.29403831
304,9,Varied,2,12,26.518452,30.89036624,85.84699772,88.29403831
305,9,Varied,2,14,29.335956,30.89036624,94.96797731,88.29403831
306,9,Varied,2,16,27.405444,30.89036624,88.71841722,88.29403831
307,9,Varied,2,18,24.144444,30.89036624,78.16172788,88.29403831
308,9,Varied,2,20,23.67486,30.89036624,76.64156462,88.29403831
309,9,Varied,2,22,25.233618,30.89036624,81.68766212,88.29403831
310,9,Varied,2,24,26.981514,30.89036624,87.34604761,88.29403831
311,9,Varied,2,26,27.320658,30.89036624,88.4439433,88.29403831
312,9,Varied,2,28,28.233738,30.89036624,91.39981632,88.29403831
313,9,Varied,2,30,27.353268,30.89036624,88.54951019,88.29403831
314,9,Varied,2,32,28.429398,30.89036624,92.03321768,88.29403831
315,9,Varied,2,34,27.138042,30.89036624,87.8527687,88.29403831
316,9,Varied,2,36,28.853328,30.89036624,93.40558729,88.29403831
317,9,Varied,2,38,24.900996,30.89036624,80.61087981,88.29403831
318,9,Varied,2,40,26.061912,30.89036624,84.36906122,88.29403831
319,10,Fixed,2,2,25.24014,25.687984,98.25660122,94.91029113
320,10,Fixed,2,4,25.585806,25.687984,99.60223426,94.91029113
321,10,Fixed,2,6,27.138042,25.687984,105.6448883,94.91029113
322,10,Fixed,2,8,24.340104,25.687984,94.75287745,94.91029113
323,10,Fixed,2,10,24.672726,25.687984,96.04773189,94.91029113
324,10,Fixed,2,12,24.672726,25.687984,96.04773189,94.91029113
325,10,Fixed,2,14,24.777078,25.687984,96.45396073,94.91029113
326,10,Fixed,2,16,22.996572,25.687984,89.52268111,94.91029113
327,10,Fixed,2,18,20.387772,25.687984,79.36696005,94.91029113
328,10,Fixed,2,20,23.335716,25.687984,90.84292485,94.91029113
329,10,Fixed,2,22,22.53351,25.687984,87.72004062,94.91029113
330,10,Fixed,2,24,27.275004,25.687984,106.1780636,94.91029113
331,10,Fixed,2,26,26.857596,25.687984,104.5531483,94.91029113
332,10,Fixed,2,28,22.572642,25.687984,87.87237644,94.91029113
333,10,Fixed,2,30,26.505408,25.687984,103.1821259,94.91029113
334,10,Fixed,2,32,24.1314,25.687984,93.94041977,94.91029113
335,10,Fixed,2,34,23.753124,25.687984,92.46784022,94.91029113
336,10,Fixed,2,36,20.322552,25.687984,79.11306703,94.91029113
337,10,Fixed,2,38,26.727156,25.687984,104.0453622,94.91029113
338,10,Fixed,2,40,23.785734,25.687984,92.59478673,94.91029113
339,10,Varied,1,2,33.19698,28.58375168,116.1393381,95.91078598
340,10,Varied,1,4,25.181442,28.58375168,88.09704997,95.91078598
341,10,Varied,1,6,25.820598,28.58375168,90.33313153,95.91078598
342,10,Varied,1,8,27.679368,28.58375168,96.83602177,95.91078598
343,10,Varied,1,10,29.779452,28.58375168,104.1831469,95.91078598
344,10,Varied,1,12,26.466276,28.58375168,92.59203024,95.91078598
345,10,Varied,1,14,26.87064,28.58375168,94.00669409,95.91078598
346,10,Varied,1,16,25.096656,28.58375168,87.8004269,95.91078598
347,10,Varied,1,18,24.35967,28.58375168,85.22208796,95.91078598
348,10,Varied,1,20,29.6751,28.58375168,103.8180724,95.91078598
349,10,Varied,1,22,32.205636,28.58375168,112.67113,95.91078598
350,10,Varied,1,24,28.592448,28.58375168,100.030424,95.91078598
351,10,Varied,1,26,24.092268,28.58375168,84.28658445,95.91078598
352,10,Varied,1,28,24.346626,28.58375168,85.17645365,95.91078598
353,10,Varied,1,30,26.60976,28.58375168,93.09400774,95.91078598
354,10,Varied,1,32,29.048988,28.58375168,101.6276251,95.91078598
355,10,Varied,1,34,24.68577,28.58375168,86.3629459,95.91078598
356,10,Varied,1,36,28.612014,28.58375168,100.0988755,95.91078598
357,10,Varied,1,38,27.97938,28.58375168,97.88561107,95.91078598
358,10,Varied,1,40,27.998946,28.58375168,97.95406255,95.91078598
359,11,Fixed,1,2,13.996212,17.96811,77.89473684,78.87477314
360,11,Fixed,1,4,15.770196,17.96811,87.7676951,78.87477314
361,11,Fixed,1,6,15.26148,17.96811,84.93647913,78.87477314
362,11,Fixed,1,8,14.987556,17.96811,83.41197822,78.87477314
363,11,Fixed,1,10,13.396188,17.96811,74.5553539,78.87477314
364,11,Fixed,1,12,15.418008,17.96811,85.8076225,78.87477314
365,11,Fixed,1,14,14.596236,17.96811,81.23411978,78.87477314
366,11,Fixed,1,16,15.541926,17.96811,86.49727768,78.87477314
367,11,Fixed,1,18,13.82664,17.96811,76.95099819,78.87477314
368,11,Fixed,1,20,13.422276,17.96811,74.70054446,78.87477314
369,11,Fixed,1,22,16.004988,17.96811,89.07441016,78.87477314
370,11,Fixed,1,24,14.583192,17.96811,81.1615245,78.87477314
371,11,Fixed,1,26,12.861384,17.96811,71.57894737,78.87477314
372,11,Fixed,1,28,12.607026,17.96811,70.16333938,78.87477314
373,11,Fixed,1,30,13.741854,17.96811,76.47912886,78.87477314
374,11,Fixed,1,32,13.285314,17.96811,73.93829401,78.87477314
375,11,Fixed,1,34,13.846206,17.96811,77.05989111,78.87477314
376,11,Fixed,1,36,12.88095,17.96811,71.68784029,78.87477314
377,11,Fixed,1,38,13.357056,17.96811,74.33756806,78.87477314
378,11,Fixed,1,40,14.061432,17.96811,78.25771325,78.87477314
379,11,Varied,2,2,16.27239037,18.38116964,88.52750228,79.11590964
380,11,Varied,2,4,15.24843597,18.38116964,82.95683175,79.11590964
381,11,Varied,2,6,14.12665176,18.38116964,76.8539328,79.11590964
382,11,Varied,2,8,15.33322239,18.38116964,83.41809957,79.11590964
383,11,Varied,2,10,14.13969612,18.38116964,76.92489868,79.11590964
384,11,Varied,2,12,16.67023277,18.38116964,90.69190427,79.11590964
385,11,Varied,2,14,14.05490971,18.38116964,76.46363092,79.11590964
386,11,Varied,2,16,13.61793613,18.38116964,74.08634162,79.11590964
387,11,Varied,2,18,14.439708,18.38116964,78.55706838,79.11590964
388,11,Varied,2,20,13.950558,18.38116964,75.89592107,79.11590964
389,11,Varied,2,22,14.394054,18.38116964,78.30869463,79.11590964
390,11,Varied,2,24,13.43532,18.38116964,73.09284592,79.11590964
391,11,Varied,2,26,14.459274,18.38116964,78.66351427,79.11590964
392,11,Varied,2,28,13.911426,18.38116964,75.68302929,79.11590964
