model,term,estimate,std.error,conf.low,conf.high,statistic
lm1,(Intercept),0.8627509936175939,0.010513834510955002,0.8420708580357186,0.8834311291994692,82.05864308769948
lm1,test_anxiety,-0.019593408467855403,0.0035592676120638654,-0.02659429256137654,-0.012592524374334267,-5.504898929612667
lm2,(Intercept),0.5865402885106753,0.028712946257230993,0.5300482656793218,0.6430323113420288,20.427729124556926
lm2,test_anxiety,-0.011914020216546093,0.0032809659008837468,-0.01836924076135309,-0.005458799671739095,-3.6312538979259075
lm2,performance_mock_exams,0.3119803131547354,0.030743990916995492,0.2514922593949286,0.3724683669145422,10.147684274206265
lm3,(Intercept),0.6512454456007433,0.041540401149053614,0.5693394536824214,0.7331514375190651,15.677399052165391
lm3,test_anxiety,-0.02933557795305465,0.01055872263519392,-0.05015441038856418,-0.00851674551754512,-2.778326409983955
lm3,working_memory_trait,-0.013269311904753412,0.014393300232254545,-0.04164885326428307,0.015110229454776242,-0.9219089222510386
lm3,performance_mock_exams,0.279378552138099,0.031518903987665166,0.21723213506270975,0.34152496921348824,8.863840958665092
lm3,test_anxiety:working_memory_trait,0.007901970641176169,0.004903296723646259,-0.0017659519284462452,0.017569893210798583,1.6115628089706946
lm4,(Intercept),0.5234826247133586,0.03017062891573533,0.4641309428930179,0.5828343065336994,17.35073624667927
lm4,test_anxiety,-0.010452205376475903,0.003140080235812553,-0.016629373362161724,-0.004275037390790083,-3.328642770738374
lm4,performance_exam_prepare,0.40456432644747486,0.03423319615582078,0.33722075957625486,0.47190789331869487,11.817895255996582
t.test1,NA,0.07767465285272346,NA,-0.13167915271398314,0.28702845841943003,0.7296614249496822
t.test2,NA,0.019505516154452285,NA,0.004822000995094482,0.03418903131381009,2.6128811513203942
t.test3,NA,5.480049388297825e-4,NA,-0.02286830068758367,0.023964310565243237,0.04603527678576529
t.test4,NA,1.4170354769382776e-4,NA,-0.02003298341203761,0.02031639050742527,0.013814774855840973
